customerKey,customerSortKey,address,city,zipCode,customerType,leaseTerms,moveInDate,moveOutDate
673,LEASE#qs-3576,28683 Manley Trail,Sacramento,94250,Resident,3,9/19/2003,9/19/2006
628,LEASE#fj-7242,0079 Fisk Road,Santa Cruz,95064,Resident,1,9/18/2005,9/18/2006
140,LEASE#gu-8993,85047 Morrow Place,Escondido,92030,Resident,2,9/9/2004,9/9/2006
262,LEASE#fm-2985,7 Algoma Park,Long Beach,90847,Resident,3,9/7/2003,9/7/2006
410,LEASE#qx-3836,2834 Johnson Center,Oceanside,92056,Resident,3,9/4/2003,9/4/2006
217,LEASE#zl-6378,0 Hoard Hill,Inglewood,90305,Resident,2,9/1/2004,9/1/2006
292,LEASE#df-7613,4 Surrey Way,Pasadena,91117,Resident,3,9/1/2003,9/1/2006
106,LEASE#ft-7037,2058 Sutherland Place,Atlanta,30380,Resident,1,8/31/2005,8/31/2006
437,LEASE#ur-8196,8369 Merrick Circle,Fresno,93773,Resident,3,8/31/2003,8/31/2006
174,LEASE#jp-7235,5 Anhalt Park,New Bedford,2745,Resident,1,8/27/2005,8/27/2006
592,LEASE#si-0127,28 Stephen Pass,Fullerton,92835,Resident,3,8/27/2003,8/27/2006
67,LEASE#cw-3823,013 Northridge Trail,Simi Valley,93094,Resident,2,8/22/2004,8/22/2006
76,LEASE#rm-9534,13854 Knutson Hill,Augusta,30905,Resident,1,8/21/2005,8/21/2006
532,LEASE#ml-3726,294 Mockingbird Street,Cambridge,2142,Resident,3,8/10/2003,8/10/2006
556,LEASE#gj-8031,8788 Manitowish Court,Garden Grove,92844,Resident,1,8/8/2005,8/8/2006
689,LEASE#oi-5604,3149 Tennyson Point,San Jose,95155,Resident,2,8/8/2004,8/8/2006
854,LEASE#za-6876,00201 Rieder Way,Sacramento,95823,Resident,3,8/8/2003,8/8/2006
635,LEASE#wv-0280,42 Cardinal Junction,Los Angeles,90005,Resident,2,8/7/2004,8/7/2006
703,LEASE#tp-9132,09 Mayer Plaza,San Luis Obispo,93407,Resident,2,8/6/2004,8/6/2006
115,LEASE#ia-3464,65286 Saint Paul Alley,San Bernardino,92415,Resident,3,8/5/2003,8/5/2006
648,LEASE#aj-4915,849 Monica Trail,Stockton,95298,Resident,3,8/3/2003,8/3/2006
89,LEASE#ar-9378,83974 Huxley Parkway,San Jose,95155,Resident,2,7/30/2004,7/30/2006
166,LEASE#ex-2933,60255 Bowman Drive,Stockton,95210,Resident,2,7/30/2004,7/30/2006
21,LEASE#ln-9889,40 Elka Trail,San Mateo,94405,Resident,3,7/27/2003,7/27/2006
304,LEASE#uu-3210,2 Steensland Street,Ventura,93005,Resident,3,7/27/2003,7/27/2006
799,LEASE#ew-1586,8495 Sachs Crossing,Atlanta,31190,Resident,3,7/25/2003,7/25/2006
959,LEASE#xg-8254,50 Springs Road,Oakland,94660,Resident,3,7/21/2003,7/21/2006
339,LEASE#ci-6012,8072 Fordem Court,Worcester,1654,Resident,3,7/20/2003,7/20/2006
739,LEASE#fq-4120,23129 Hoffman Hill,Oakland,94611,Resident,1,7/19/2005,7/19/2006
657,LEASE#mv-6183,3915 Graedel Place,Redwood City,94064,Resident,2,7/18/2004,7/18/2006
810,LEASE#cc-5557,6 Brickson Park Center,San Rafael,94913,Resident,1,7/14/2005,7/14/2006
279,LEASE#vl-6066,11 Gale Junction,Stockton,95298,Resident,2,7/13/2004,7/13/2006
215,LEASE#zf-8526,480 Dakota Crossing,Modesto,95354,Resident,3,7/3/2003,7/3/2006
103,LEASE#iy-1957,9 Packers Pass,San Francisco,94164,Resident,1,6/30/2005,6/30/2006
430,LEASE#mc-7094,052 Mesta Place,San Francisco,94159,Resident,2,6/30/2004,6/30/2006
59,LEASE#mj-7035,334 Ridgeview Road,Boston,2104,Resident,2,6/29/2004,6/29/2006
6,LEASE#ri-5275,921 Crescent Oaks Avenue,Anaheim,92805,Resident,2,6/26/2004,6/26/2006
876,LEASE#wm-2466,2 Stone Corner Crossing,Watertown,2472,Resident,2,6/26/2004,6/26/2006
870,LEASE#wc-9036,0 Blackbird Circle,Atlanta,30368,Resident,3,6/24/2003,6/24/2006
850,LEASE#em-7889,50107 Northport Road,Sacramento,94237,Resident,1,6/22/2005,6/22/2006
84,LEASE#ho-4948,58225 Del Sol Circle,Albany,31704,Resident,1,6/21/2005,6/21/2006
419,LEASE#kh-2337,24 Eagle Crest Avenue,Sacramento,95852,Resident,2,6/21/2004,6/21/2006
547,LEASE#bu-6775,5444 Talisman Parkway,Bakersfield,93311,Resident,2,6/17/2004,6/17/2006
210,LEASE#qf-0993,3 Rusk Park,Marietta,30066,Resident,3,6/14/2003,6/14/2006
441,LEASE#sx-9121,54 Dovetail Point,Los Angeles,90050,Resident,2,6/14/2004,6/14/2006
326,LEASE#qy-1817,3 Buena Vista Way,Van Nuys,91411,Resident,2,6/13/2004,6/13/2006
937,LEASE#xb-2246,486 Pennsylvania Terrace,Palmdale,93591,Resident,3,6/13/2003,6/13/2006
979,LEASE#xq-6017,6 Goodland Park,Fresno,93762,Resident,1,6/13/2005,6/13/2006
562,LEASE#hu-9347,3949 Stone Corner Street,San Diego,92160,Resident,1,6/9/2005,6/9/2006
157,LEASE#bu-8636,9010 Boyd Parkway,Los Angeles,90015,Resident,1,6/7/2005,6/7/2006
184,LEASE#yb-0177,4850 Brickson Park Avenue,Stockton,95298,Resident,3,6/7/2003,6/7/2006
960,LEASE#fk-3062,9 Pearson Junction,San Diego,92176,Resident,2,5/28/2004,5/28/2006
156,LEASE#jg-0735,9925 Pond Road,San Rafael,94913,Resident,3,5/27/2003,5/27/2006
323,LEASE#zy-2442,1 Dryden Center,Macon,31210,Resident,3,5/23/2003,5/23/2006
820,LEASE#lb-1373,3713 Brentwood Crossing,Oakland,94660,Resident,3,5/18/2003,5/18/2006
46,LEASE#wj-6910,891 Ludington Circle,Inglewood,90310,Resident,2,5/16/2004,5/16/2006
288,LEASE#dy-1013,42057 Kropf Way,San Diego,92145,Resident,3,5/15/2003,5/15/2006
98,LEASE#zv-8126,73 Blackbird Drive,Bakersfield,93386,Resident,2,5/14/2004,5/14/2006
460,LEASE#br-0230,05 Portage Circle,Macon,31217,Resident,3,5/14/2003,5/14/2006
949,LEASE#sm-5916,15622 Annamark Point,Boston,2104,Resident,3,5/14/2003,5/14/2006
572,LEASE#ry-9733,7 Merchant Trail,Atlanta,30343,Resident,1,5/11/2005,5/11/2006
779,LEASE#ku-9001,2 Old Shore Trail,San Diego,92132,Resident,3,5/11/2003,5/11/2006
436,LEASE#bl-7473,3 Park Meadow Terrace,Oakland,94660,Resident,3,5/10/2003,5/10/2006
11,LEASE#bh-3874,8 Park Meadow Way,North Hollywood,91616,Resident,3,5/9/2003,5/9/2006
227,LEASE#sm-9111,40370 Doe Crossing Parkway,San Diego,92191,Resident,2,5/8/2004,5/8/2006
120,LEASE#cd-9975,39809 Fulton Place,Worcester,1610,Resident,3,5/7/2003,5/7/2006
438,LEASE#rw-6984,7 Sheridan Court,Atlanta,31190,Resident,1,5/7/2005,5/7/2006
935,LEASE#ud-9206,18026 Hallows Alley,San Jose,95160,Resident,2,5/7/2004,5/7/2006
113,LEASE#at-5903,18 Utah Terrace,Atlanta,30311,Resident,2,5/6/2004,5/6/2006
351,LEASE#xi-1002,6801 Spenser Lane,Savannah,31416,Resident,1,5/2/2005,5/2/2006
301,LEASE#sl-6551,92 Portage Terrace,Riverside,92519,Resident,2,4/30/2004,4/30/2006
418,LEASE#er-9871,1797 Stang Alley,San Francisco,94159,Resident,1,4/21/2005,4/21/2006
953,LEASE#yf-1811,879 Tennessee Plaza,Fresno,93778,Resident,3,4/21/2003,4/21/2006
461,LEASE#rr-9114,1 Melody Avenue,Los Angeles,90040,Resident,1,4/12/2005,4/12/2006
715,LEASE#ie-8106,47 Lerdahl Court,Columbus,31914,Resident,1,4/11/2005,4/11/2006
590,LEASE#rw-7898,13 Katie Place,San Jose,95128,Resident,3,4/8/2003,4/8/2006
522,LEASE#ra-4291,769 Iowa Lane,Stockton,95219,Resident,3,4/6/2003,4/6/2006
275,LEASE#wr-1883,3 Loomis Drive,Augusta,30905,Resident,2,4/4/2004,4/4/2006
495,LEASE#bp-2322,5 Sugar Road,Atlanta,31132,Resident,1,4/4/2005,4/4/2006
128,LEASE#wj-1223,36 Harbort Hill,Glendale,91205,Resident,2,4/3/2004,4/3/2006
129,LEASE#ku-3389,5668 Shoshone Lane,Sacramento,95828,Resident,1,4/3/2005,4/3/2006
859,LEASE#ig-9272,096 Kipling Circle,Richmond,94807,Resident,1,3/31/2005,3/31/2006
888,LEASE#zr-5455,7 Muir Avenue,San Francisco,94121,Resident,3,3/30/2003,3/30/2006
149,LEASE#ze-6049,23 Roth Hill,Pasadena,91199,Resident,2,3/17/2004,3/17/2006
558,LEASE#iw-8832,3956 Marquette Way,San Jose,95118,Resident,3,3/17/2003,3/17/2006
15,LEASE#gs-4105,06 Loeprich Hill,Pasadena,91125,Resident,1,3/13/2005,3/13/2006
273,LEASE#ks-1022,63208 Pierstorff Hill,Riverside,92519,Resident,2,3/3/2004,3/3/2006
792,LEASE#mr-5285,3163 Raven Point,Woburn,1813,Resident,3,2/26/2003,2/26/2006
936,LEASE#xm-7775,9 Utah Way,San Jose,95108,Resident,2,2/23/2004,2/23/2006
147,LEASE#we-3953,92634 Everett Trail,San Francisco,94177,Resident,1,2/22/2005,2/22/2006
55,LEASE#ah-9148,024 Delaware Alley,Torrance,90510,Resident,2,2/20/2004,2/20/2006
573,LEASE#du-4353,8 Bashford Hill,New Bedford,2745,Resident,1,2/20/2005,2/20/2006
864,LEASE#ck-8881,1 Mockingbird Terrace,Atlanta,30343,Resident,1,2/18/2005,2/18/2006
228,LEASE#lj-1042,2940 Schlimgen Lane,Inglewood,90305,Resident,3,2/14/2003,2/14/2006
775,LEASE#dr-9408,5 School Circle,San Diego,92191,Resident,3,2/9/2003,2/9/2006
829,LEASE#cf-7503,41189 Debra Drive,Burbank,91520,Resident,3,2/8/2003,2/8/2006
96,LEASE#bn-6786,12924 Montana Street,Los Angeles,90071,Resident,3,2/7/2003,2/7/2006
229,LEASE#ey-5691,5709 Mallory Avenue,San Diego,92121,Resident,3,2/5/2003,2/5/2006
505,LEASE#zj-7042,646 Main Street,Brea,92822,Resident,1,2/3/2005,2/3/2006
139,LEASE#my-3128,05 Grover Pass,Inglewood,90310,Resident,1,1/31/2005,1/31/2006
172,LEASE#sj-5739,73 Colorado Plaza,San Francisco,94142,Resident,3,1/26/2003,1/26/2006
274,LEASE#uk-2782,822 Eliot Circle,Bakersfield,93305,Resident,2,1/25/2004,1/25/2006
225,LEASE#zd-8512,52259 Merry Court,Waltham,2453,Resident,1,1/19/2005,1/19/2006
756,LEASE#kq-4113,920 Ronald Regan Trail,Augusta,30911,Resident,1,1/18/2005,1/18/2006
909,LEASE#wj-3041,3617 Dorton Alley,Santa Monica,90410,Resident,1,1/18/2005,1/18/2006
264,LEASE#ie-2096,9 Farragut Avenue,Corona,92883,Resident,1,1/17/2005,1/17/2006
360,LEASE#qw-6563,58825 Golden Leaf Avenue,Los Angeles,90025,Resident,3,1/15/2003,1/15/2006
320,LEASE#ft-5000,08966 Susan Hill,Los Angeles,90081,Resident,3,1/13/2003,1/13/2006
439,LEASE#zr-3118,572 Oriole Point,Glendale,91210,Resident,1,1/11/2005,1/11/2006
235,LEASE#gj-4677,00 Superior Street,San Francisco,94154,Resident,2,1/9/2004,1/9/2006
392,LEASE#nz-0685,0 New Castle Center,Sacramento,94207,Resident,2,12/23/2003,12/23/2005
637,LEASE#mc-5832,19 Hermina Place,Los Angeles,90010,Resident,3,12/23/2002,12/23/2005
626,LEASE#gc-8020,11 Mosinee Plaza,Torrance,90510,Resident,3,12/22/2002,12/22/2005
37,LEASE#dm-5855,9396 Drewry Road,Sacramento,94273,Resident,1,12/17/2004,12/17/2005
482,LEASE#cf-9399,471 Monica Junction,Sacramento,95823,Resident,1,12/11/2004,12/11/2005
433,LEASE#da-2814,63263 Sachs Circle,Columbus,31998,Resident,3,12/10/2002,12/10/2005
747,LEASE#lv-0340,0601 Huxley Plaza,Van Nuys,91406,Resident,3,12/9/2002,12/9/2005
192,LEASE#vz-4373,8266 Judy Plaza,Anaheim,92825,Resident,3,12/7/2002,12/7/2005
670,LEASE#vf-1014,1845 Commercial Parkway,Los Angeles,90005,Resident,2,12/4/2003,12/4/2005
104,LEASE#yx-1701,042 Village Pass,Long Beach,90805,Resident,1,12/2/2004,12/2/2005
914,LEASE#zl-7938,20897 Sugar Place,Macon,31205,Resident,1,12/1/2004,12/1/2005
598,LEASE#ch-5455,59 Graedel Terrace,Moreno Valley,92555,Resident,3,11/30/2002,11/30/2005
900,LEASE#kh-3101,838 Browning Hill,Los Angeles,90050,Resident,3,11/30/2002,11/30/2005
599,LEASE#uu-6869,12 Stuart Drive,Long Beach,90810,Resident,2,11/27/2003,11/27/2005
44,LEASE#co-3706,395 Thierer Pass,Sacramento,95865,Resident,1,11/20/2004,11/20/2005
141,LEASE#vr-3280,9 Schlimgen Point,Fresno,93773,Resident,2,11/20/2003,11/20/2005
190,LEASE#kj-6088,8 Sherman Road,San Diego,92127,Resident,1,11/20/2004,11/20/2005
941,LEASE#vo-7347,77237 Barnett Avenue,Van Nuys,91411,Resident,1,11/20/2004,11/20/2005
384,LEASE#ln-7986,084 Longview Crossing,San Diego,92105,Resident,3,11/19/2002,11/19/2005
35,LEASE#qk-7072,19 Pleasure Center,Duluth,30195,Resident,2,11/16/2003,11/16/2005
211,LEASE#ba-7392,7 Rutledge Park,Stockton,95205,Resident,2,11/13/2003,11/13/2005
29,LEASE#fw-4951,4 Tony Avenue,Lancaster,93584,Resident,1,11/11/2004,11/11/2005
414,LEASE#ad-7748,38 Forest Dale Street,San Francisco,94137,Resident,2,11/10/2003,11/10/2005
272,LEASE#vd-3498,60 Ridgeview Parkway,Atlanta,30311,Resident,3,11/5/2002,11/5/2005
892,LEASE#vb-1021,40 Dryden Point,Worcester,1605,Resident,1,11/5/2004,11/5/2005
200,LEASE#jo-6415,3686 Killdeer Parkway,Sacramento,95894,Resident,1,11/3/2004,11/3/2005
537,LEASE#rh-0333,1 Mandrake Way,Whittier,90610,Resident,2,11/2/2003,11/2/2005
261,LEASE#ax-5276,8 Larry Street,Pasadena,91186,Resident,3,10/24/2002,10/24/2005
766,LEASE#ru-8466,7 Namekagon Point,Van Nuys,91411,Resident,2,10/19/2003,10/19/2005
490,LEASE#cq-2962,1 Oak Valley Center,San Jose,95108,Resident,3,10/9/2002,10/9/2005
329,LEASE#dj-2621,813 Nevada Hill,Sacramento,94297,Resident,2,10/8/2003,10/8/2005
349,LEASE#sh-1482,1 Carey Parkway,Sacramento,94257,Resident,1,10/1/2004,10/1/2005
511,LEASE#qv-2294,2 Marcy Way,Santa Monica,90410,Resident,2,9/29/2003,9/29/2005
540,LEASE#gk-9575,8668 Mallard Plaza,Cumming,30130,Resident,2,9/27/2003,9/27/2005
206,LEASE#zx-8454,5370 Memorial Pass,Atlanta,30323,Resident,3,9/21/2002,9/21/2005
20,LEASE#ey-1326,12424 Reinke Center,Chula Vista,91913,Resident,3,9/19/2002,9/19/2005
696,LEASE#il-1234,6 Hagan Trail,San Diego,92145,Resident,3,9/19/2002,9/19/2005
424,LEASE#ht-2680,1 Dahle Road,San Diego,92160,Resident,2,9/15/2003,9/15/2005
363,LEASE#os-2269,504 Oakridge Point,Visalia,93291,Resident,3,9/11/2002,9/11/2005
221,LEASE#am-8221,2 Reindahl Way,Pasadena,91103,Resident,1,9/6/2004,9/6/2005
834,LEASE#oo-9290,898 Eastwood Street,San Diego,92176,Resident,2,9/3/2003,9/3/2005
922,LEASE#aw-9685,62085 Trailsway Avenue,San Diego,92176,Resident,1,9/3/2004,9/3/2005
52,LEASE#bc-4221,1585 Springs Lane,San Bernardino,92424,Resident,3,9/1/2002,9/1/2005
856,LEASE#gl-5485,2602 Kensington Place,Atlanta,30343,Resident,3,9/1/2002,9/1/2005
823,LEASE#bh-1802,0 Talisman Street,Brea,92822,Resident,1,8/31/2004,8/31/2005
614,LEASE#vl-6190,300 Mitchell Center,Atlanta,31106,Resident,2,8/29/2003,8/29/2005
470,LEASE#uc-9638,2409 Redwing Crossing,Santa Barbara,93150,Resident,3,8/27/2002,8/27/2005
494,LEASE#qs-4226,5571 Aberg Park,Lawrenceville,30045,Resident,3,8/27/2002,8/27/2005
79,LEASE#va-5178,26 Melrose Point,Stockton,95298,Resident,1,8/25/2004,8/25/2005
811,LEASE#rg-4018,07183 Sycamore Parkway,San Francisco,94126,Resident,1,8/25/2004,8/25/2005
213,LEASE#ci-8898,4884 Waywood Street,Anaheim,92812,Resident,1,8/24/2004,8/24/2005
954,LEASE#hh-8082,74905 Hansons Place,Athens,30605,Resident,1,8/20/2004,8/20/2005
835,LEASE#ec-6077,8338 Arapahoe Crossing,San Jose,95123,Resident,1,8/19/2004,8/19/2005
781,LEASE#or-1849,498 Sherman Crossing,Los Angeles,90189,Resident,1,8/16/2004,8/16/2005
219,LEASE#do-6672,183 Swallow Terrace,Irvine,92710,Resident,3,8/13/2002,8/13/2005
591,LEASE#fw-2103,5688 Longview Junction,Bakersfield,93305,Resident,2,8/11/2003,8/11/2005
116,LEASE#bz-8219,307 Heffernan Pass,Atlanta,31190,Resident,2,8/9/2003,8/9/2005
665,LEASE#cp-8700,8512 Dottie Crossing,Fresno,93709,Resident,2,8/8/2003,8/8/2005
708,LEASE#xa-5690,6 Derek Way,San Diego,92110,Resident,3,8/8/2002,8/8/2005
974,LEASE#mr-2550,82131 Judy Park,Fresno,93786,Resident,3,8/8/2002,8/8/2005
550,LEASE#mf-0954,54 Pleasure Terrace,Long Beach,90805,Resident,3,8/6/2002,8/6/2005
770,LEASE#vf-4220,9 Helena Point,Los Angeles,90065,Resident,2,8/3/2003,8/3/2005
746,LEASE#qf-1829,332 Donald Drive,Los Angeles,90071,Resident,1,7/31/2004,7/31/2005
788,LEASE#hq-7640,1490 Utah Circle,Savannah,31410,Resident,3,7/31/2002,7/31/2005
390,LEASE#ka-6604,9630 Sullivan Drive,Savannah,31405,Resident,2,7/22/2003,7/22/2005
240,LEASE#mw-1463,516 Debra Circle,Los Angeles,90010,Resident,1,7/21/2004,7/21/2005
774,LEASE#dx-3562,42 Oak Valley Park,Riverside,92505,Resident,1,7/21/2004,7/21/2005
63,LEASE#ug-5727,575 Shopko Junction,Sacramento,95818,Resident,3,7/9/2002,7/9/2005
130,LEASE#at-6041,4264 Oneill Park,Sacramento,94250,Resident,3,6/30/2002,6/30/2005
795,LEASE#hj-5370,5 Mitchell Parkway,Sacramento,95828,Resident,2,6/18/2003,6/18/2005
413,LEASE#sw-7521,0 Armistice Pass,Pasadena,91199,Resident,2,6/16/2003,6/16/2005
963,LEASE#jl-2269,37 Randy Center,Boston,2216,Resident,2,6/16/2003,6/16/2005
877,LEASE#yl-5553,024 Logan Avenue,Anaheim,92812,Resident,1,6/13/2004,6/13/2005
305,LEASE#cc-3714,9 Hallows Plaza,Whittier,90605,Resident,2,6/12/2003,6/12/2005
630,LEASE#yq-2259,8573 Forest Avenue,Whittier,90605,Resident,3,6/10/2002,6/10/2005
825,LEASE#hw-7556,49445 Golf View Crossing,San Diego,92160,Resident,1,6/10/2004,6/10/2005
840,LEASE#eh-7390,91 Reinke Hill,Bakersfield,93399,Resident,2,6/9/2003,6/9/2005
412,LEASE#di-1838,6188 Blaine Terrace,Long Beach,90840,Resident,1,6/5/2004,6/5/2005
330,LEASE#rq-1040,4 Scoville Parkway,San Luis Obispo,93407,Resident,1,6/1/2004,6/1/2005
178,LEASE#ln-1576,5 Summit Crossing,San Jose,95113,Resident,2,5/31/2003,5/31/2005
480,LEASE#ku-8318,1 Kingsford Alley,Atlanta,30351,Resident,3,5/31/2002,5/31/2005
662,LEASE#jw-2806,308 Burrows Place,Long Beach,90840,Resident,3,5/31/2002,5/31/2005
127,LEASE#ol-2652,6559 Arrowood Street,Pasadena,91199,Resident,1,5/27/2004,5/27/2005
605,LEASE#fc-4578,818 Milwaukee Alley,Hayward,94544,Resident,3,5/27/2002,5/27/2005
625,LEASE#qt-4432,4 Westend Place,Riverside,92505,Resident,3,5/25/2002,5/25/2005
683,LEASE#ly-5215,6 Riverside Place,Albany,31704,Resident,3,5/25/2002,5/25/2005
111,LEASE#wc-8478,89742 Eliot Hill,Cambridge,2142,Resident,1,5/23/2004,5/23/2005
565,LEASE#dk-5668,55 Blaine Circle,New Bedford,2745,Resident,3,5/23/2002,5/23/2005
202,LEASE#ho-8938,82 Utah Drive,Bakersfield,93381,Resident,1,5/21/2004,5/21/2005
327,LEASE#wi-9232,805 Buena Vista Lane,Los Angeles,90010,Resident,1,5/17/2004,5/17/2005
143,LEASE#jq-9847,2483 Corry Park,San Diego,92191,Resident,3,5/15/2002,5/15/2005
549,LEASE#cy-1309,77 Talmadge Center,Glendale,91210,Resident,2,5/14/2003,5/14/2005
977,LEASE#xu-7572,767 Monica Road,Oxnard,93034,Resident,3,5/1/2002,5/1/2005
58,LEASE#il-4366,84 Fairfield Lane,Atlanta,31136,Resident,2,4/28/2003,4/28/2005
701,LEASE#gt-3351,3 Bay Road,Garden Grove,92645,Resident,1,4/19/2004,4/19/2005
975,LEASE#ck-8463,83 Annamark Terrace,Boston,2124,Resident,3,4/18/2002,4/18/2005
932,LEASE#pz-3757,82 Bonner Lane,Garden Grove,92645,Resident,3,4/16/2002,4/16/2005
155,LEASE#nh-2053,3874 Bultman Court,Los Angeles,90094,Resident,2,4/13/2003,4/13/2005
787,LEASE#gq-0109,3 Hintze Drive,Bakersfield,93305,Resident,2,4/7/2003,4/7/2005
259,LEASE#oc-4991,3 Melrose Crossing,Garden Grove,92645,Resident,3,4/5/2002,4/5/2005
372,LEASE#kw-5015,60216 American Ash Park,Los Angeles,90055,Resident,2,4/4/2003,4/4/2005
158,LEASE#od-5571,96 Linden Crossing,San Jose,95108,Resident,3,4/1/2002,4/1/2005
651,LEASE#lc-6042,93858 Fairview Drive,Athens,30605,Resident,1,4/1/2004,4/1/2005
242,LEASE#og-7985,44 Manitowish Parkway,Fresno,93721,Resident,2,3/28/2003,3/28/2005
409,LEASE#of-3993,3 Golden Leaf Street,Sacramento,95865,Resident,1,3/23/2004,3/23/2005
832,LEASE#io-9592,40957 Golf Course Crossing,San Diego,92170,Resident,1,3/21/2004,3/21/2005
545,LEASE#yw-9702,54 Vermont Park,Los Angeles,90081,Resident,2,3/19/2003,3/19/2005
394,LEASE#ly-7638,7 West Parkway,Pomona,91797,Resident,2,3/16/2003,3/16/2005
504,LEASE#zr-0986,2 Mayfield Pass,Concord,94522,Resident,2,3/8/2003,3/8/2005
841,LEASE#kd-9598,40 Reinke Plaza,Riverside,92505,Resident,1,3/8/2004,3/8/2005
567,LEASE#zb-5469,2287 Hallows Terrace,Columbus,31904,Resident,3,3/5/2002,3/5/2005
423,LEASE#iv-1241,9 Rusk Circle,Augusta,30919,Resident,3,3/2/2002,3/2/2005
341,LEASE#ex-0871,9 Gulseth Point,San Bernardino,92410,Resident,1,2/27/2004,2/27/2005
473,LEASE#fu-8441,9 8th Point,San Diego,92137,Resident,3,2/27/2002,2/27/2005
731,LEASE#lb-1317,8854 Di Loreto Place,Macon,31205,Resident,1,2/27/2004,2/27/2005
27,LEASE#fq-8258,0640 Jackson Alley,Sacramento,94280,Resident,3,2/26/2002,2/26/2005
990,LEASE#ox-1199,941 Cherokee Center,Irvine,92717,Resident,1,2/23/2004,2/23/2005
716,LEASE#tt-4247,5 Lighthouse Bay Parkway,Los Angeles,90010,Resident,1,2/22/2004,2/22/2005
772,LEASE#hs-8176,397 Burning Wood Center,Macon,31210,Resident,1,2/17/2004,2/17/2005
647,LEASE#qi-7208,5 Mallory Drive,Riverside,92513,Resident,2,2/12/2003,2/12/2005
510,LEASE#po-3926,76029 Anthes Point,Oakland,94622,Resident,2,2/9/2003,2/9/2005
337,LEASE#th-9690,421 Bay Junction,Boston,2203,Resident,3,1/31/2002,1/31/2005
571,LEASE#dg-5550,9630 Pleasure Crossing,Santa Clara,95054,Resident,1,1/29/2004,1/29/2005
729,LEASE#sc-2472,059 Hollow Ridge Terrace,San Jose,95138,Resident,3,1/26/2002,1/26/2005
16,LEASE#eo-7599,713 Lindbergh Park,Anaheim,92805,Resident,2,1/24/2003,1/24/2005
109,LEASE#ml-8100,02 Messerschmidt Park,San Jose,95128,Resident,3,1/23/2002,1/23/2005
369,LEASE#gu-0586,2739 Iowa Circle,Sacramento,95828,Resident,3,1/21/2002,1/21/2005
718,LEASE#sk-9949,8 Lakeland Park,Long Beach,90810,Resident,3,1/21/2002,1/21/2005
28,LEASE#eq-4966,3630 Scoville Pass,Atlanta,30356,Resident,2,1/20/2003,1/20/2005
167,LEASE#jj-7729,6 Old Shore Plaza,Palmdale,93591,Resident,1,1/18/2004,1/18/2005
594,LEASE#nd-1978,342 Clyde Gallagher Trail,Stockton,95210,Resident,2,1/16/2003,1/16/2005
131,LEASE#lu-3989,1489 Killdeer Hill,Riverside,92519,Resident,1,1/14/2004,1/14/2005
281,LEASE#fx-4626,0 Mitchell Court,Visalia,93291,Resident,3,1/14/2002,1/14/2005
852,LEASE#mn-4080,80025 West Center,Sacramento,94230,Resident,2,1/14/2003,1/14/2005
246,LEASE#zs-9279,3726 Jackson Street,San Jose,95133,Resident,1,1/8/2004,1/8/2005
679,LEASE#db-4169,67 Monterey Place,Irvine,92619,Resident,1,1/8/2004,1/8/2005
938,LEASE#rk-5646,205 Elmside Avenue,Fresno,93709,Resident,3,1/8/2002,1/8/2005
717,LEASE#ch-1399,87166 Division Plaza,Pasadena,91109,Resident,3,1/3/2002,1/3/2005
497,LEASE#mm-7776,449 Lawn Point,San Francisco,94110,Resident,3,1/1/2002,1/1/2005
581,LEASE#zi-9285,051 Blaine Point,Irvine,92612,Resident,2,12/31/2002,12/31/2004
768,LEASE#vo-8808,09 Packers Street,Atlanta,31119,Resident,2,12/31/2002,12/31/2004
887,LEASE#iw-0393,0 Rigney Plaza,Huntington Beach,92648,Resident,1,12/29/2003,12/29/2004
93,LEASE#az-6511,37 Oakridge Hill,Sacramento,94263,Resident,1,12/28/2003,12/28/2004
741,LEASE#hh-9244,71 Dunning Junction,Palo Alto,94302,Resident,1,12/28/2003,12/28/2004
606,LEASE#uz-7217,4 Loomis Way,San Francisco,94154,Resident,3,12/24/2001,12/24/2004
883,LEASE#dn-3239,298 Fremont Plaza,Bakersfield,93399,Resident,2,12/16/2002,12/16/2004
465,LEASE#fh-7521,6578 Mallory Way,Springfield,1114,Resident,3,12/14/2001,12/14/2004
435,LEASE#jg-4247,21790 Hallows Park,Irvine,92612,Resident,3,12/8/2001,12/8/2004
146,LEASE#sk-5847,4 Vernon Terrace,Santa Barbara,93106,Resident,2,12/3/2002,12/3/2004
267,LEASE#ga-2382,9138 Prentice Park,Sacramento,94273,Resident,2,12/2/2002,12/2/2004
918,LEASE#lv-7399,4070 Oakridge Drive,Savannah,31405,Resident,3,12/2/2001,12/2/2004
481,LEASE#yq-7847,8221 Lakeland Terrace,Boston,2124,Resident,2,11/29/2002,11/29/2004
646,LEASE#xi-2285,3 Lukken Drive,Orange,92862,Resident,1,11/22/2003,11/22/2004
579,LEASE#ea-7543,584 Northport Alley,Boston,2124,Resident,2,11/21/2002,11/21/2004
421,LEASE#ro-5711,25 Lotheville Crossing,San Jose,95138,Resident,1,11/17/2003,11/17/2004
122,LEASE#wc-2940,079 Forest Avenue,Augusta,30911,Resident,3,11/15/2001,11/15/2004
827,LEASE#il-3877,517 Bluejay Drive,Los Angeles,90055,Resident,2,11/15/2002,11/15/2004
