customer_key,unit_id,address,city,state_code,zip_code,type,lease_terms,move_in_date,move_out_date
279,mv-4394,39547 Declaration Terrace,San Francisco,CA,94132,Resident,2,3/26/2015,3/26/2017
280,ve-4498,8978 Summerview Street,Burbank,CA,91505,Resident,1,3/8/2013,3/8/2014
281,ep-5926,53523 Pennsylvania Hill,Fresno,CA,93794,Resident,3,3/14/2017,3/14/2020
282,qp-2436,827 Manitowish Point,Escondido,CA,92030,Resident,2,4/14/2010,4/14/2012
283,jf-1864,20152 Bayside Terrace,Burbank,CA,91520,Resident,2,10/29/2019,10/29/2021
284,pf-5094,0 Northfield Court,Sacramento,CA,94286,Resident,1,10/21/2012,10/21/2013
285,qw-3819,89 Park Meadow Park,Pasadena,CA,91117,Resident,2,5/1/2012,5/1/2014
286,de-6854,217 Anzinger Terrace,Bakersfield,CA,93311,Resident,2,5/19/2020,5/19/2022
287,ku-5584,86 Laurel Terrace,Los Angeles,CA,90071,Resident,2,9/26/2012,9/26/2014
288,tz-4991,45587 Lien Court,Pasadena,CA,91199,Resident,3,4/1/2011,4/1/2014
289,ij-8005,14526 Cody Road,San Francisco,CA,94116,Resident,2,7/11/2012,7/11/2014
290,tk-5038,51 La Follette Place,Stockton,CA,95205,Resident,3,11/29/2013,11/29/2016
291,dk-3636,4 Meadow Ridge Parkway,Fresno,CA,93786,Resident,3,12/25/2018,12/25/2021
292,lz-2367,37 Kensington Trail,San Francisco,CA,94110,Resident,1,5/5/2015,5/5/2016
293,lx-9245,2169 Granby Hill,Long Beach,CA,90810,Resident,3,10/19/2010,10/19/2013
294,bi-0145,1075 Logan Alley,Bakersfield,CA,93305,Resident,1,7/2/2012,7/2/2013
295,kb-1340,6869 Cherokee Center,Bakersfield,CA,93305,Resident,3,8/3/2012,8/3/2015
296,eq-0571,141 Montana Park,Chico,CA,95973,Resident,1,1/2/2014,1/2/2015
297,ap-3395,512 Del Mar Court,San Diego,CA,92127,Resident,1,4/11/2012,4/11/2013
298,wx-8296,9623 Mayer Hill,North Hollywood,CA,91606,Resident,2,2/8/2020,2/8/2022
299,kv-8497,02506 Hazelcrest Trail,Oakland,CA,94622,Resident,2,10/9/2016,10/9/2018
300,rm-3419,5 Arkansas Center,Fresno,CA,93721,Resident,1,7/17/2011,7/17/2012
301,rz-3180,378 Mcguire Road,Irvine,CA,92717,Resident,2,1/5/2011,1/5/2013
302,lu-9751,8545 Transport Lane,Newton,MA,2458,Resident,3,11/30/2018,11/30/2021
303,xd-9595,7028 Anzinger Park,Whittier,CA,90605,Resident,1,7/27/2019,7/27/2020
304,tt-5699,963 Grasskamp Hill,Pasadena,CA,91186,Resident,1,1/10/2021,1/10/2022
305,th-5997,92 Dixon Alley,Atlanta,GA,30311,Resident,1,4/8/2021,4/8/2022
306,rd-0207,9836 Dawn Drive,Oakland,CA,94627,Resident,2,2/18/2020,2/18/2022
307,tr-3149,7167 Moulton Junction,San Bernardino,CA,92415,Resident,3,11/21/2016,11/21/2019
308,tp-6766,0131 Sunnyside Road,Berkeley,CA,94705,Resident,1,11/29/2012,11/29/2013
309,pd-0920,17 Forest Road,Albany,GA,31704,Resident,3,5/8/2013,5/8/2016
310,ip-8585,152 Havey Plaza,San Jose,CA,95160,Resident,3,10/31/2018,10/31/2021
311,yh-1901,22447 Northwestern Plaza,Atlanta,GA,30386,Resident,1,2/10/2012,2/10/2013
312,uc-0156,06 Commercial Pass,Boston,MA,2298,Resident,2,11/16/2011,11/16/2013
313,zl-4636,32 Anniversary Trail,Van Nuys,CA,91406,Resident,3,5/1/2017,5/1/2020
314,st-9659,548 Truax Street,Sacramento,CA,94237,Resident,2,10/13/2011,10/13/2013
315,fk-7916,07386 Alpine Place,Atlanta,GA,30336,Resident,3,1/11/2019,1/11/2022
316,pb-9806,078 Barby Court,Santa Monica,CA,90405,Resident,3,1/28/2018,1/28/2021
317,eo-0176,405 Roxbury Court,Irvine,CA,92710,Resident,1,12/7/2011,12/7/2012
318,re-7119,0 Messerschmidt Pass,Columbus,GA,31914,Resident,2,9/6/2020,9/6/2022
319,fw-7549,92 Hansons Hill,Pasadena,CA,91186,Resident,1,9/10/2019,9/10/2020
320,zw-5103,603 Dawn Parkway,San Luis Obispo,CA,93407,Resident,1,9/29/2018,9/29/2019
321,js-8756,9 Kenwood Street,Los Angeles,CA,90030,Resident,2,2/22/2010,2/22/2012
322,br-8627,920 Mifflin Hill,Hayward,CA,94544,Resident,2,1/15/2011,1/15/2013
323,dg-3167,7 Main Parkway,Sacramento,CA,95833,Resident,1,6/11/2016,6/11/2017
324,dp-8923,71 Dottie Street,Savannah,GA,31422,Resident,1,6/10/2010,6/10/2011
325,ag-3957,3 Lakewood Gardens Way,Oakland,CA,94611,Resident,1,12/6/2019,12/6/2020
326,fz-5724,6749 Caliangt Street,Los Angeles,CA,90015,Resident,3,6/27/2014,6/27/2017
327,yf-3058,21985 Elka Point,Van Nuys,CA,91406,Resident,3,8/11/2019,8/11/2022
328,nn-3755,8757 Buhler Plaza,Fresno,CA,93709,Resident,2,9/26/2020,9/26/2022
329,gs-0821,983 Randy Circle,Atlanta,GA,30306,Resident,1,8/16/2015,8/16/2016
330,vt-5031,3 East Plaza,Alpharetta,GA,30022,Resident,2,8/16/2018,8/16/2020
331,cq-6124,679 Truax Park,Oakland,CA,94660,Resident,1,7/29/2013,7/29/2014
332,eo-2284,95 Mendota Court,Decatur,GA,30033,Resident,1,1/19/2019,1/19/2020
333,ns-6974,10582 Dahle Way,Oxnard,CA,93034,Resident,2,3/19/2020,3/19/2022
334,lm-2017,08667 Ridgeway Trail,Redwood City,CA,94064,Resident,1,5/20/2021,5/20/2022
335,yk-0606,5 Karstens Plaza,Sunnyvale,CA,94089,Resident,1,4/14/2017,4/14/2018
336,cp-4102,07 Birchwood Street,San Diego,CA,92110,Resident,3,1/16/2019,1/16/2022
337,ey-0410,83331 Barby Hill,Athens,GA,30605,Resident,1,9/19/2019,9/19/2020
338,rk-2690,267 Mallory Drive,Riverside,CA,92513,Resident,3,5/8/2017,5/8/2020
339,wc-1561,27 Dunning Park,Oakland,CA,94627,Resident,1,11/14/2016,11/14/2017
340,fi-3104,1075 Forster Way,Boston,MA,2124,Resident,1,7/8/2020,7/8/2021
341,pb-1399,519 Buhler Drive,Santa Monica,CA,90405,Resident,1,1/10/2012,1/10/2013
342,mk-4814,2 Boyd Crossing,Los Angeles,CA,90015,Resident,3,8/31/2014,8/31/2017
343,cr-8154,24 Brickson Park Place,San Francisco,CA,94154,Resident,2,8/13/2014,8/13/2016
344,ng-9434,9017 Main Lane,Atlanta,GA,30375,Resident,1,5/11/2017,5/11/2018
345,tj-6838,89881 Debs Hill,Los Angeles,CA,90015,Resident,1,9/8/2016,9/8/2017
346,za-6226,0208 Union Avenue,Brea,CA,92822,Resident,1,8/27/2010,8/27/2011
347,mx-7820,85 Northport Road,Inglewood,CA,90398,Resident,3,6/10/2015,6/10/2018
348,gd-0534,151 Pearson Pass,Van Nuys,CA,91499,Resident,3,12/12/2018,12/12/2021
349,ph-8931,4 Fairfield Trail,Atlanta,GA,30380,Resident,1,12/6/2017,12/6/2018
350,rf-5461,34742 Saint Paul Drive,Santa Barbara,CA,93111,Resident,3,8/3/2014,8/3/2017
351,xg-6581,14 Butternut Parkway,Orange,CA,92862,Resident,3,5/14/2017,5/14/2020
352,zq-7555,68777 Spaight Street,Fresno,CA,93773,Resident,1,2/16/2015,2/16/2016
353,hq-7893,95209 Lotheville Street,Los Angeles,CA,90060,Resident,3,2/13/2012,2/13/2015
354,bo-9467,2870 3rd Terrace,Santa Clara,CA,95054,Resident,3,1/8/2019,1/8/2022
355,ku-5028,80571 Ridgeway Road,Atlanta,GA,30351,Resident,2,2/26/2017,2/26/2019
356,oq-1811,351 Crownhardt Lane,Worcester,MA,1610,Resident,3,10/12/2018,10/12/2021
357,ot-8721,2 Kensington Alley,Bakersfield,CA,93386,Resident,2,8/15/2011,8/15/2013
358,rf-5927,72631 Warbler Hill,Augusta,GA,30919,Resident,3,5/25/2014,5/25/2017
359,lq-2088,41 Moulton Avenue,San Mateo,CA,94405,Resident,3,11/25/2011,11/25/2014
360,xr-0561,7 Rusk Plaza,South Lake Tahoe,CA,96154,Resident,3,4/14/2016,4/14/2019
361,dx-6557,23 Spaight Street,Stockton,CA,95298,Resident,2,8/24/2010,8/24/2012
362,np-8739,0394 American Ash Terrace,Sacramento,CA,95865,Resident,1,8/1/2016,8/1/2017
363,gk-2678,17 Bultman Park,Oakland,CA,94605,Resident,3,4/3/2010,4/3/2013
364,rs-2591,0393 Fulton Pass,San Francisco,CA,94116,Resident,3,9/21/2013,9/21/2016
365,vu-0076,5961 Raven Avenue,Sunnyvale,CA,94089,Resident,1,2/27/2021,2/27/2022
366,tl-3282,0756 Cottonwood Hill,Northridge,CA,91328,Resident,1,1/28/2018,1/28/2019
367,hx-3184,943 Texas Parkway,Oakland,CA,94616,Resident,3,6/1/2017,6/1/2020
368,ny-1400,149 Clemons Drive,San Francisco,CA,94110,Resident,1,12/27/2013,12/27/2014
369,ta-6942,1 Shopko Hill,Atlanta,GA,30358,Resident,2,9/21/2014,9/21/2016
370,gb-2418,48 Valley Edge Parkway,Lawrenceville,GA,30245,Resident,3,7/14/2014,7/14/2017
371,yt-3770,4 Schiller Street,San Diego,CA,92137,Resident,3,10/23/2011,10/23/2014
372,ul-5919,54610 Sunbrook Court,Sacramento,CA,95838,Resident,1,5/13/2018,5/13/2019
373,ii-9756,9006 Farragut Lane,Santa Barbara,CA,93111,Resident,1,8/20/2020,8/20/2021
374,yy-4249,50 Bunting Crossing,San Rafael,CA,94913,Resident,3,12/4/2013,12/4/2016
375,ot-3849,4668 Mifflin Hill,San Francisco,CA,94110,Resident,2,6/28/2019,6/28/2021
376,um-5236,3 Sloan Court,Sacramento,CA,94230,Resident,1,11/19/2012,11/19/2013
377,bg-8638,17218 Kennedy Plaza,Los Angeles,CA,90189,Resident,3,3/31/2014,3/31/2017
378,mg-6257,75866 Maryland Trail,Stockton,CA,95205,Resident,3,12/24/2017,12/24/2020
379,ab-6950,29 Prentice Lane,Inglewood,CA,90398,Resident,2,10/3/2014,10/3/2016
380,ci-0035,30 Washington Crossing,Springfield,MA,1129,Resident,1,9/25/2010,9/25/2011
381,ei-0895,9494 Quincy Place,San Diego,CA,92105,Resident,1,4/7/2020,4/7/2021
382,rz-7894,67 Rigney Park,San Diego,CA,92110,Resident,3,10/28/2020,10/28/2023
383,pf-4676,10739 Fremont Terrace,San Francisco,CA,94154,Resident,3,3/24/2019,3/24/2022
384,to-2952,542 Graedel Alley,Santa Barbara,CA,93150,Resident,3,1/2/2017,1/2/2020
385,mh-1216,4 Fulton Street,Stockton,CA,95219,Resident,2,7/25/2015,7/25/2017
386,yj-9345,179 Waubesa Park,Los Angeles,CA,90020,Resident,1,5/19/2010,5/19/2011
387,rj-4010,1547 Manley Point,Boston,MA,2114,Resident,3,5/9/2015,5/9/2018
388,ab-5556,88148 Jenna Street,Duluth,GA,30195,Resident,1,1/11/2017,1/11/2018
389,sn-7938,69 Mifflin Center,San Diego,CA,92110,Resident,3,11/15/2015,11/15/2018
390,jw-6487,660 North Alley,Sacramento,CA,95813,Resident,3,9/28/2019,9/28/2022
391,pz-8052,66 Carberry Lane,Los Angeles,CA,90076,Resident,3,11/19/2013,11/19/2016
392,tu-5053,73 Kipling Parkway,San Francisco,CA,94105,Resident,2,3/4/2013,3/4/2015
393,na-7714,489 Monica Street,Duluth,GA,30195,Resident,1,1/1/2017,1/1/2018
394,ft-2984,521 Oak Valley Court,Stockton,CA,95219,Resident,2,3/16/2015,3/16/2017
395,ki-4506,5 Di Loreto Pass,Irvine,CA,92612,Resident,3,7/2/2016,7/2/2019
396,zt-4656,013 Katie Way,Lawrenceville,GA,30245,Resident,3,6/19/2020,6/19/2023
397,no-8795,04161 Prairieview Trail,Stockton,CA,95205,Resident,2,4/2/2021,4/2/2023
398,fk-2622,74586 Dixon Terrace,Los Angeles,CA,90050,Resident,2,12/10/2012,12/10/2014
399,eh-8620,7483 Kenwood Alley,Springfield,MA,1114,Resident,3,11/15/2017,11/15/2020
400,di-2658,06490 Sheridan Trail,Stockton,CA,95298,Resident,3,9/7/2020,9/7/2023
401,ev-8512,5476 Bluejay Alley,San Diego,CA,92115,Resident,2,8/27/2015,8/27/2017
402,ux-7027,53 Grover Pass,New Bedford,MA,2745,Resident,2,11/7/2016,11/7/2018
403,hk-1670,5324 Oneill Circle,San Francisco,CA,94159,Resident,1,2/25/2014,2/25/2015
404,qu-1403,4997 Bartillon Street,Van Nuys,CA,91406,Resident,2,3/27/2019,3/27/2021
405,qq-4158,5 Coolidge Court,Corona,CA,92878,Resident,2,9/29/2012,9/29/2014
406,up-2713,3 Village Green Lane,Sacramento,CA,94237,Resident,2,12/17/2015,12/17/2017
407,qf-1466,09 Fulton Point,Simi Valley,CA,93094,Resident,2,8/29/2011,8/29/2013
408,ik-0563,131 Farragut Way,San Francisco,CA,94137,Resident,2,6/4/2021,6/4/2023
409,hv-4954,901 Esker Plaza,San Diego,CA,92186,Resident,1,5/14/2013,5/14/2014
410,xu-8868,57129 Towne Way,Fresno,CA,93726,Resident,2,1/16/2015,1/16/2017
411,yy-9822,83750 Westridge Parkway,San Francisco,CA,94164,Resident,2,9/12/2019,9/12/2021
412,zu-9053,663 Oak Plaza,Decatur,GA,30033,Resident,2,1/20/2010,1/20/2012
413,xh-6397,7 Arrowood Drive,San Diego,CA,92196,Resident,1,5/29/2016,5/29/2017
414,uy-3700,6335 Lyons Junction,Springfield,MA,1152,Resident,3,4/22/2011,4/22/2014
415,gb-2018,7 Lyons Terrace,Duluth,GA,30195,Resident,2,8/22/2010,8/22/2012
416,os-9902,940 Loeprich Court,Inglewood,CA,90310,Resident,2,4/18/2015,4/18/2017
417,kr-0027,183 Northport Circle,Fullerton,CA,92835,Resident,3,2/1/2020,2/1/2023
418,ej-9061,307 Springs Avenue,Mountain View,CA,94042,Resident,2,9/17/2010,9/17/2012
419,ye-5161,0 Eggendart Alley,Lawrenceville,GA,30245,Resident,2,11/23/2016,11/23/2018
420,we-3947,4673 Lillian Way,Macon,GA,31296,Resident,3,6/9/2014,6/9/2017
421,dy-0762,746 Hoffman Lane,Marietta,GA,30061,Resident,2,4/30/2016,4/30/2018
422,ov-4111,39024 Erie Court,Norcross,GA,30092,Resident,2,3/7/2013,3/7/2015
423,xl-4336,1 Coolidge Avenue,Simi Valley,CA,93094,Resident,3,3/18/2019,3/18/2022
424,dz-2268,2 Packers Crossing,Worcester,MA,1654,Resident,3,7/11/2017,7/11/2020
425,lt-6628,52538 Nobel Alley,San Jose,CA,95194,Resident,1,7/30/2020,7/30/2021
426,uq-8218,263 Lotheville Way,San Diego,CA,92145,Resident,3,4/11/2011,4/11/2014
427,jh-3376,07133 Dunning Hill,Sacramento,CA,94207,Resident,3,2/16/2020,2/16/2023
428,qp-7847,2 Merchant Point,Atlanta,GA,31119,Resident,2,4/15/2010,4/15/2012
429,nf-7241,6 Melby Plaza,Corona,CA,92878,Resident,1,8/16/2018,8/16/2019
430,mh-5438,15918 Marquette Lane,Atlanta,GA,30316,Resident,2,5/7/2020,5/7/2022
431,wo-8796,4197 Steensland Point,Boston,MA,2298,Resident,1,6/19/2021,6/19/2022
432,ta-5037,9666 Lerdahl Crossing,Atlanta,GA,30311,Resident,1,5/27/2011,5/27/2012
433,sg-8122,081 Mcguire Street,Orange,CA,92668,Resident,2,6/24/2010,6/24/2012
434,ac-8372,74 Derek Way,Macon,GA,31217,Resident,2,12/27/2018,12/27/2020
435,ox-2999,8 Sommers Junction,Atlanta,GA,30392,Resident,3,3/17/2010,3/17/2013
436,cg-0841,71 Bowman Terrace,Newton,MA,2162,Resident,1,7/27/2015,7/27/2016
437,oc-0013,5911 Jana Avenue,Columbus,GA,31998,Resident,2,1/19/2017,1/19/2019
438,jr-8871,80523 Veith Point,San Diego,CA,92176,Resident,2,3/25/2013,3/25/2015
439,pn-6164,6722 Prairie Rose Crossing,San Jose,CA,95128,Resident,1,9/21/2011,9/21/2012
440,ar-1385,1752 Eliot Plaza,Pasadena,CA,91109,Resident,1,9/23/2018,9/23/2019
441,qk-6048,64171 Shasta Crossing,Santa Barbara,CA,93111,Resident,2,3/22/2013,3/22/2015
442,jm-4755,938 Emmet Road,Santa Ana,CA,92725,Resident,1,6/30/2015,6/30/2016
443,ry-7434,6994 Northfield Street,New Bedford,MA,2745,Resident,3,5/13/2014,5/13/2017
444,uy-0197,3 Packers Hill,Los Angeles,CA,90189,Resident,2,8/18/2013,8/18/2015
445,ks-3268,27 Stephen Street,Sacramento,CA,95818,Resident,1,4/26/2017,4/26/2018
446,nq-5931,34 Golden Leaf Crossing,North Hollywood,CA,91606,Resident,3,3/30/2021,3/30/2024
447,tg-5529,8 Clove Lane,Pasadena,CA,91109,Resident,1,6/13/2010,6/13/2011
448,kb-1963,55 West Crossing,Boston,MA,2109,Resident,2,9/4/2018,9/4/2020
449,ri-7698,66 Bonner Pass,Sacramento,CA,94280,Resident,1,7/29/2018,7/29/2019
450,dk-2011,2969 Truax Alley,North Hollywood,CA,91616,Resident,3,5/16/2019,5/16/2022
451,ot-7484,3 Homewood Drive,Waltham,MA,2453,Resident,2,12/3/2019,12/3/2021
452,ez-6070,08 Becker Plaza,Atlanta,GA,30380,Resident,2,1/27/2018,1/27/2020
453,dr-5471,31 Roth Court,Macon,GA,31296,Resident,1,12/5/2015,12/5/2016
454,vm-0016,05897 Butternut Court,Stockton,CA,95210,Resident,2,12/24/2013,12/24/2015
455,jf-0663,77557 Westport Park,Long Beach,CA,90840,Resident,1,3/22/2017,3/22/2018
456,xw-6857,5681 Menomonie Avenue,Lynn,MA,1905,Resident,1,6/15/2016,6/15/2017
457,lz-4194,28 Westerfield Way,San Diego,CA,92165,Resident,2,8/1/2016,8/1/2018
458,cu-3414,5427 Cardinal Place,Pasadena,CA,91109,Resident,1,4/22/2010,4/22/2011
459,pd-4012,6231 Brentwood Hill,Torrance,CA,90505,Resident,3,10/10/2013,10/10/2016
460,qf-5694,59863 Kingsford Point,Sacramento,CA,95894,Resident,1,3/19/2012,3/19/2013
461,gr-9076,18061 Hudson Lane,San Diego,CA,92176,Resident,2,3/31/2018,3/31/2020
462,eg-5815,33 Hermina Lane,Irvine,CA,92710,Resident,2,10/1/2010,10/1/2012
463,bi-3153,79820 Chinook Road,Long Beach,CA,90847,Resident,1,6/14/2011,6/14/2012
464,hf-6810,9058 Milwaukee Drive,Los Angeles,CA,90035,Resident,1,3/17/2021,3/17/2022
465,ta-3310,4 Eagle Crest Road,Fresno,CA,93726,Resident,1,4/5/2010,4/5/2011
466,bj-5594,3873 Talisman Drive,Los Angeles,CA,90065,Resident,2,3/23/2015,3/23/2017
467,fo-6680,882 Ohio Center,Sacramento,CA,94207,Resident,3,7/22/2014,7/22/2017
468,bu-3063,2450 South Center,Glendale,CA,91210,Resident,2,6/3/2011,6/3/2013
469,nh-9774,6 Schurz Pass,Fresno,CA,93778,Resident,2,12/29/2013,12/29/2015
470,nv-8122,3 Hoepker Crossing,Los Angeles,CA,90030,Resident,2,11/25/2014,11/25/2016
471,mh-8023,65391 Forest Run Lane,Fresno,CA,93704,Resident,2,8/5/2014,8/5/2016
472,cn-8885,4451 Mockingbird Junction,Atlanta,GA,30323,Resident,2,9/8/2020,9/8/2022
473,ps-6573,989 Redwing Center,Worcester,MA,1605,Resident,1,4/20/2019,4/20/2020
474,yh-5495,2 Redwing Junction,Garden Grove,CA,92844,Resident,2,12/10/2011,12/10/2013
475,aj-4112,15726 Harper Park,Los Angeles,CA,90071,Resident,2,5/29/2021,5/29/2023
476,ij-5713,25135 American Ash Street,Savannah,GA,31422,Resident,3,3/9/2012,3/9/2015
477,qs-7940,3424 Coleman Street,Irvine,CA,92710,Resident,2,9/5/2012,9/5/2014
478,pd-8354,6 Prentice Place,San Jose,CA,95150,Resident,1,11/23/2011,11/23/2012
479,le-9830,27940 Arrowood Alley,Anaheim,CA,92812,Resident,3,2/22/2016,2/22/2019
480,zi-8712,30147 Eagan Lane,Petaluma,CA,94975,Resident,1,5/22/2015,5/22/2016
481,cm-6984,7123 8th Terrace,Savannah,GA,31422,Resident,1,7/2/2014,7/2/2015
482,ff-4026,3485 Hooker Hill,Van Nuys,CA,91411,Resident,3,1/11/2012,1/11/2015
483,ii-5427,92779 Knutson Park,Long Beach,CA,90805,Resident,1,1/29/2020,1/29/2021
484,is-5548,4723 Pepper Wood Crossing,Torrance,CA,90505,Resident,1,4/5/2018,4/5/2019
485,fr-0144,1082 Melvin Park,Atlanta,GA,30356,Resident,1,9/12/2020,9/12/2021
486,uk-9469,870 Warrior Alley,Atlanta,GA,30306,Resident,3,12/19/2010,12/19/2013
487,ho-3571,3 Emmet Place,Bakersfield,CA,93311,Resident,3,11/12/2012,11/12/2015
488,ex-8275,5 Lunder Road,Atlanta,GA,30386,Resident,2,8/18/2010,8/18/2012
489,yt-2415,7 Kensington Hill,Boston,MA,2124,Resident,2,1/8/2013,1/8/2015
490,hh-5049,327 Armistice Lane,Van Nuys,CA,91411,Resident,1,5/7/2015,5/7/2016
491,hj-5077,487 Mallory Avenue,Atlanta,GA,30316,Resident,3,6/22/2012,6/22/2015
492,fc-3365,906 Colorado Way,Sacramento,CA,95828,Resident,3,6/2/2021,6/2/2024
493,pa-2903,41617 Springview Terrace,Athens,GA,30610,Resident,3,1/1/2013,1/1/2016
494,wf-8747,4 Dwight Road,Macon,GA,31296,Resident,1,5/27/2014,5/27/2015
495,hl-7319,91 Longview Plaza,Riverside,CA,92519,Resident,2,7/25/2020,7/25/2022
496,no-2476,26728 Montana Junction,Orange,CA,92867,Resident,2,7/3/2018,7/3/2020
497,ie-7027,99442 Farragut Point,Los Angeles,CA,90101,Resident,1,7/29/2020,7/29/2021
498,zb-1491,4 Stang Way,Oakland,CA,94627,Resident,3,2/12/2018,2/12/2021
499,al-5379,4122 Alpine Avenue,Los Angeles,CA,90020,Resident,2,12/31/2017,12/31/2019
500,ms-9984,66 Mitchell Drive,Waltham,MA,2453,Resident,1,12/27/2019,12/27/2020
501,ht-7128,31 Canary Plaza,Irvine,CA,92710,Resident,3,7/14/2018,7/14/2021
502,gg-1491,68 Cardinal Point,San Diego,CA,92176,Resident,3,2/6/2011,2/6/2014
503,il-5405,9 Mockingbird Street,Sunnyvale,CA,94089,Resident,2,12/5/2017,12/5/2019
504,es-5998,52 Trailsway Center,San Jose,CA,95128,Resident,1,8/13/2011,8/13/2012
505,me-6290,8 Susan Circle,Boston,MA,2283,Resident,2,12/31/2018,12/31/2020
506,cc-9288,059 Rusk Crossing,Hayward,CA,94544,Resident,3,3/30/2016,3/30/2019
507,sr-4153,54394 Grayhawk Center,Decatur,GA,30033,Resident,1,11/5/2013,11/5/2014
508,pq-0441,2 Nova Way,Macon,GA,31296,Resident,2,4/19/2017,4/19/2019
509,ej-1796,97061 Sundown Junction,San Diego,CA,92132,Resident,3,5/14/2017,5/14/2020
510,oi-2503,2 Derek Drive,Sacramento,CA,95813,Resident,3,2/7/2015,2/7/2018
511,iv-1665,848 Atwood Road,Boston,MA,2104,Resident,2,1/23/2018,1/23/2020
512,po-6651,0120 Scoville Trail,Sacramento,CA,94297,Resident,1,3/17/2018,3/17/2019
513,sd-8716,40 Erie Road,San Mateo,CA,94405,Resident,1,4/16/2018,4/16/2019
514,us-8279,26 Charing Cross Center,Los Angeles,CA,90055,Resident,1,9/1/2011,9/1/2012
515,dd-7263,8512 Brentwood Crossing,San Diego,CA,92153,Resident,3,12/3/2018,12/3/2021
516,kj-2776,190 Dixon Junction,Los Angeles,CA,90060,Resident,2,12/9/2016,12/9/2018
517,gg-0572,5054 Lakewood Parkway,Los Angeles,CA,90025,Resident,1,6/25/2015,6/25/2016
518,gq-4024,74 Melrose Parkway,Boston,MA,2124,Resident,3,7/15/2010,7/15/2013
519,zu-2751,10 Kingsford Hill,Fresno,CA,93794,Resident,1,11/20/2011,11/20/2012
520,ks-1359,738 Center Parkway,Sacramento,CA,95852,Resident,1,7/19/2017,7/19/2018
521,yq-6362,1932 Helena Road,Santa Clara,CA,95054,Resident,1,12/10/2015,12/10/2016
522,on-7512,77 Maple Wood Point,Atlanta,GA,30340,Resident,3,1/27/2013,1/27/2016
523,ht-6268,664 Dennis Way,Redwood City,CA,94064,Resident,1,2/4/2011,2/4/2012
524,tm-9141,6 Tennyson Court,Atlanta,GA,30386,Resident,3,11/8/2019,11/8/2022
525,sq-3234,919 Redwing Junction,Berkeley,CA,94712,Resident,2,11/25/2020,11/25/2022
526,lc-5133,7777 Utah Trail,Whittier,CA,90605,Resident,1,6/27/2014,6/27/2015
527,ae-7213,16 Lake View Junction,Macon,GA,31296,Resident,2,6/18/2011,6/18/2013
528,jg-0009,3650 Banding Lane,Bakersfield,CA,93386,Resident,3,2/8/2010,2/8/2013
529,es-0014,39 Stuart Plaza,San Francisco,CA,94126,Resident,2,12/22/2020,12/22/2022
530,wf-9813,5546 Maryland Park,Sacramento,CA,94245,Resident,1,4/15/2014,4/15/2015
531,kz-2586,3872 Vernon Pass,San Francisco,CA,94169,Resident,2,4/8/2015,4/8/2017
532,ch-3363,8 Anniversary Trail,Athens,GA,30605,Resident,3,10/26/2019,10/26/2022
533,xv-9614,101 Boyd Crossing,Santa Cruz,CA,95064,Resident,3,11/9/2015,11/9/2018
534,qc-1262,1 Forster Point,Modesto,CA,95354,Resident,3,7/9/2011,7/9/2014
535,sp-3329,72 Ronald Regan Circle,San Francisco,CA,94105,Resident,2,8/2/2010,8/2/2012
536,bw-5796,42466 Hermina Avenue,Atlanta,GA,30375,Resident,3,1/31/2012,1/31/2015
537,cx-1511,433 Eagle Crest Park,Waltham,MA,2453,Resident,3,4/16/2021,4/16/2024
538,cc-0348,77 Transport Court,Moreno Valley,CA,92555,Resident,1,3/30/2013,3/30/2014
539,wg-5046,64087 Debs Point,Atlanta,GA,30375,Resident,3,11/4/2014,11/4/2017
540,xe-8855,38253 Golf View Crossing,Decatur,GA,30033,Resident,3,7/14/2010,7/14/2013
541,mt-7322,5 Susan Place,Augusta,GA,30919,Resident,2,5/12/2013,5/12/2015
542,ao-7617,95 Garrison Court,Los Angeles,CA,90076,Resident,2,3/8/2015,3/8/2017
543,sb-7056,390 Derek Court,Redwood City,CA,94064,Resident,1,7/8/2015,7/8/2016
544,ha-2295,04 Charing Cross Trail,Los Angeles,CA,90060,Resident,1,5/24/2010,5/24/2011
545,ug-7236,5 Raven Road,Woburn,MA,1813,Resident,1,1/1/2019,1/1/2020
546,ux-0849,6 Redwing Place,San Jose,CA,95113,Resident,3,2/3/2016,2/3/2019
547,fu-4680,020 Linden Parkway,Pasadena,CA,91199,Resident,1,12/22/2014,12/22/2015
548,is-7107,448 East Road,Waltham,MA,2453,Resident,2,2/7/2018,2/7/2020
549,nm-3670,0015 Nelson Parkway,Santa Ana,CA,92725,Resident,1,7/17/2013,7/17/2014
550,ah-9263,4030 Superior Circle,Savannah,GA,31410,Resident,3,3/4/2011,3/4/2014
551,rh-3396,3 Fremont Circle,Pasadena,CA,91125,Resident,1,11/22/2015,11/22/2016
552,af-4451,82301 Warrior Road,Escondido,CA,92030,Resident,1,1/31/2012,1/31/2013
553,si-5792,8966 Norway Maple Street,Savannah,GA,31405,Resident,2,3/9/2011,3/9/2013
554,gv-5728,75973 Nelson Lane,Santa Barbara,CA,93111,Resident,3,5/21/2013,5/21/2016
555,je-4937,2485 Harper Center,Sacramento,CA,94273,Resident,2,5/16/2020,5/16/2022
556,js-2251,28635 Muir Trail,Stockton,CA,95205,Resident,3,1/30/2015,1/30/2018
557,ru-0790,39 7th Trail,Cambridge,MA,2142,Resident,3,11/20/2018,11/20/2021
